ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW
EP222015,             SANDRA,20151123,1200,  , LO,10.9N,100.5W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP222015,             SANDRA,20151123,1800,  , TD,10.8N,102.0W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP222015,             SANDRA,20151124,0,  , TS,10.8N,103.3W,35,1004,50,0,0,60,0,0,0,0,0,0,0,0
EP222015,             SANDRA,20151124,600,  , TS,10.9N,104.4W,40,1002,50,0,0,60,0,0,0,0,0,0,0,0
EP222015,             SANDRA,20151124,1200,  , TS,11.2N,105.5W,45,1000,50,30,0,60,0,0,0,0,0,0,0,0
EP222015,             SANDRA,20151124,1800,  , TS,11.5N,106.6W,50,999,50,30,0,60,20,0,0,20,0,0,0,0
EP222015,             SANDRA,20151125,0,  , TS,11.8N,107.6W,60,996,50,30,20,60,30,20,0,30,0,0,0,0
EP222015,             SANDRA,20151125,600,  , HU,12.1N,108.5W,70,989,50,30,30,60,30,20,0,30,15,0,0,15
EP222015,             SANDRA,20151125,1200,  , HU,12.3N,109.3W,85,976,60,40,30,70,30,20,20,30,20,10,10,20
EP222015,             SANDRA,20151125,1800,  , HU,12.7N,109.7W,95,967,70,50,40,80,30,20,20,30,20,15,10,20
EP222015,             SANDRA,20151126,0,  , HU,13.3N,110.2W,110,957,80,70,50,80,40,30,20,30,20,15,10,20
EP222015,             SANDRA,20151126,600,  , HU,14.1N,110.2W,130,934,100,100,60,90,50,40,30,40,30,25,15,25
EP222015,             SANDRA,20151126,1200,  , HU,15.2N,110.2W,120,943,120,110,60,90,50,40,30,40,30,25,15,25
EP222015,             SANDRA,20151126,1800,  , HU,16.3N,110.2W,115,947,140,130,60,90,60,40,30,40,30,25,15,25
EP222015,             SANDRA,20151127,0,  , HU,17.4N,109.8W,110,951,140,130,60,90,60,40,30,40,30,25,15,25
EP222015,             SANDRA,20151127,600,  , HU,18.5N,109.3W,95,963,140,120,60,90,60,40,30,30,30,25,15,20
EP222015,             SANDRA,20151127,1200,  , HU,19.3N,108.8W,85,970,140,120,50,70,60,40,30,30,30,25,15,20
EP222015,             SANDRA,20151127,1800,  , HU,20.0N,108.2W,75,978,130,110,40,60,60,40,20,30,35,25,10,20
EP222015,             SANDRA,20151128,0,  , TS,20.7N,108.8W,60,987,120,110,40,60,50,40,0,30,0,0,0,0
EP222015,             SANDRA,20151128,600,  , LO,21.2N,109.1W,40,994,100,60,0,0,0,0,0,0,0,0,0,0
EP222015,             SANDRA,20151128,1200,  , LO,21.7N,109.0W,35,1002,60,0,0,0,0,0,0,0,0,0,0,0
EP222015,             SANDRA,20151128,1800,  , LO,22.4N,108.7W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
EP222015,             SANDRA,20151129,0,  , LO,23.1N,108.3W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP222015,             SANDRA,20151129,600,  , LO,23.5N,107.9W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP222015,             SANDRA,20151129,1200,  , LO,24.2N,107.7W,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL062015,               FRED,20150830,0,  , TD,11.6N,17.5W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL062015,               FRED,20150830,600,  , TS,12.2N,18.4W,35,1005,30,30,0,30,0,0,0,0,0,0,0,0
AL062015,               FRED,20150830,1200,  , TS,13.1N,19.5W,45,1004,50,50,0,30,0,0,0,0,0,0,0,0
AL062015,               FRED,20150830,1800,  , TS,14.0N,20.7W,55,998,60,60,30,50,30,30,10,20,0,0,0,0
AL062015,               FRED,20150831,0,  , HU,14.6N,21.7W,65,992,70,70,50,60,40,40,20,30,10,10,10,10
AL062015,               FRED,20150831,600,  , HU,15.3N,22.5W,70,989,70,70,50,60,40,40,20,30,15,10,10,15
AL062015,               FRED,20150831,1200,  , HU,16.1N,23.3W,75,986,70,70,50,60,40,40,20,30,15,10,10,15
AL062015,               FRED,20150831,1800,  , HU,16.8N,24.1W,70,988,70,70,50,60,40,40,20,30,15,10,10,15
AL062015,               FRED,20150901,0,  , HU,17.4N,24.9W,65,991,70,70,50,60,40,40,20,30,10,10,0,10
AL062015,               FRED,20150901,600,  , TS,17.8N,25.7W,60,994,70,70,40,60,30,30,0,30,0,0,0,0
AL062015,               FRED,20150901,1200,  , TS,18.2N,26.7W,50,1000,70,40,40,70,30,0,0,30,0,0,0,0
AL062015,               FRED,20150901,1800,  , TS,18.7N,27.6W,45,1003,70,40,40,70,0,0,0,0,0,0,0,0
AL062015,               FRED,20150902,0,  , TS,19.1N,28.7W,45,1003,70,40,40,70,0,0,0,0,0,0,0,0
AL062015,               FRED,20150902,600,  , TS,19.3N,29.7W,40,1004,70,40,40,70,0,0,0,0,0,0,0,0
AL062015,               FRED,20150902,1200,  , TS,19.6N,30.5W,40,1005,60,40,0,50,0,0,0,0,0,0,0,0
AL062015,               FRED,20150902,1800,  , TS,20.0N,31.4W,35,1006,60,30,0,50,0,0,0,0,0,0,0,0
AL062015,               FRED,20150903,0,  , TS,20.4N,32.2W,35,1006,60,30,0,50,0,0,0,0,0,0,0,0
AL062015,               FRED,20150903,600,  , TS,20.7N,32.9W,40,1005,60,40,0,40,0,0,0,0,0,0,0,0
AL062015,               FRED,20150903,1200,  , TS,21.3N,33.7W,40,1005,60,40,0,40,0,0,0,0,0,0,0,0
AL062015,               FRED,20150903,1800,  , TS,21.8N,34.9W,35,1005,60,40,0,40,0,0,0,0,0,0,0,0
AL062015,               FRED,20150904,0,  , TS,21.9N,36.0W,35,1005,60,40,0,40,0,0,0,0,0,0,0,0
AL062015,               FRED,20150904,600,  , TS,22.0N,36.9W,35,1005,60,40,0,40,0,0,0,0,0,0,0,0
AL062015,               FRED,20150904,1200,  , TD,22.2N,37.9W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL062015,               FRED,20150904,1800,  , TD,22.4N,38.7W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL062015,               FRED,20150905,0,  , TS,22.7N,39.6W,35,1006,30,0,0,0,0,0,0,0,0,0,0,0
AL062015,               FRED,20150905,600,  , TS,23.0N,40.6W,35,1007,30,0,0,0,0,0,0,0,0,0,0,0
AL062015,               FRED,20150905,1200,  , TD,23.3N,41.5W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL062015,               FRED,20150905,1800,  , TD,23.5N,42.2W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL062015,               FRED,20150906,0,  , TD,23.8N,42.9W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL062015,               FRED,20150906,600,  , TD,24.5N,43.3W,30,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL062015,               FRED,20150906,1200,  , TD,25.3N,43.2W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130815,0,  , DB,7.6N,167.3W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130815,600,  , DB,7.8N,168.1W,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130815,1200,  , DB,8.2N,168.9W,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130815,1800,  , DB,8.6N,169.9W,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130816,0,  , DB,8.9N,170.9W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130816,600,  , TD,9.2N,172.0W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130816,1200,  , TS,9.4N,173.1W,35,1005,40,10,10,40,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130816,1800,  , TS,9.7N,174.0W,35,1005,40,10,10,40,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130817,0,  , TS,10.0N,175.0W,45,1001,40,30,10,40,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130817,600,  , TS,10.4N,176.0W,45,999,40,35,20,40,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130817,1200,  , TS,10.8N,176.9W,50,997,45,35,20,40,20,20,0,0,0,0,0,0
CP012013,               PEWA,20130817,1800,  , TS,11.2N,177.9W,55,995,50,40,20,40,20,20,0,0,0,0,0,0
CP012013,               PEWA,20130818,0,  , TS,11.5N,179.0W,55,995,50,40,20,40,20,20,0,0,0,0,0,0
CP012013,               PEWA,20130818,600,  , TS,11.9N,179.9W,55,995,50,40,20,40,20,20,0,0,0,0,0,0
CP012013,               PEWA,20130818,1200,  , TS,12.5N,179.3E,50,997,50,40,20,40,10,5,5,10,0,0,0,0
CP012013,               PEWA,20130818,1800,  , TS,12.9N,178.8E,55,994,45,40,55,65,15,10,10,15,0,0,0,0
CP012013,               PEWA,20130819,0,  , HU,13.3N,178.4E,65,988,55,45,50,65,20,20,20,20,10,10,10,10
CP012013,               PEWA,20130819,600,  , HU,13.9N,178.0E,65,987,65,60,60,65,30,30,30,30,10,10,10,10
CP012013,               PEWA,20130819,1200,  , TS,14.6N,177.2E,60,989,65,60,60,65,30,30,30,30,0,0,0,0
CP012013,               PEWA,20130819,1800,  , TS,14.6N,176.3E,55,994,75,65,65,70,30,30,30,30,0,0,0,0
CP012013,               PEWA,20130820,0,  , TS,15.3N,175.6E,50,996,70,60,55,65,30,25,25,25,0,0,0,0
CP012013,               PEWA,20130820,600,  , TS,16.2N,174.8E,45,997,60,50,45,55,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130820,1200,  , TS,17.4N,174.0E,45,998,65,55,50,60,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130820,1800,  , TS,18.3N,172.8E,45,998,65,55,50,60,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130821,0,  , TS,18.7N,171.8E,45,998,65,55,50,60,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130821,600,  , TS,19.6N,171.3E,35,1001,65,55,50,60,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130821,1200,  , TS,20.4N,170.6E,35,1002,65,55,50,60,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130821,1800,  , TS,21.2N,170.0E,35,1003,65,55,50,60,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130822,0,  , TD,22.1N,169.9E,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130822,600,  , TD,23.2N,169.6E,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130822,1200,  , TD,24.4N,169.3E,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130822,1800,  , TD,25.2N,169.2E,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130823,0,  , TD,26.2N,169.5E,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130823,600,  , TD,26.5N,169.5E,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130823,1200,  , TD,26.8N,169.3E,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130823,1800,  , TD,27.1N,169.3E,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130824,0,  , TD,27.6N,169.3E,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130824,600,  , TD,27.9N,168.9E,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130824,1200,  , DB,27.9N,168.8E,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130824,1800,  , DB,28.2N,167.6E,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130825,0,  , DB,28.3N,166.9E,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP012013,               PEWA,20130825,600,  , DB,28.4N,166.2E,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL122013,              KAREN,20131003,600,  , TS,21.5N,86.8W,45,1006,70,70,0,0,0,0,0,0,0,0,0,0
AL122013,              KAREN,20131003,1200,  , TS,22.1N,87.4W,55,1004,100,90,30,60,40,20,0,40,0,0,0,0
AL122013,              KAREN,20131003,1800,  , TS,22.8N,88.1W,55,1001,120,110,30,60,60,40,0,40,0,0,0,0
AL122013,              KAREN,20131003,2100, P, TS,23.3N,88.5W,55,998,120,110,30,60,60,40,0,40,0,0,0,0
AL122013,              KAREN,20131004,0,  , TS,23.9N,89.0W,50,999,120,110,0,60,60,40,0,0,0,0,0,0
AL122013,              KAREN,20131004,600,  , TS,24.5N,89.5W,45,1002,120,110,0,60,0,0,0,0,0,0,0,0
AL122013,              KAREN,20131004,1200,  , TS,25.2N,89.9W,45,1002,120,110,0,60,0,0,0,0,0,0,0,0
AL122013,              KAREN,20131004,1800,  , TS,25.8N,90.2W,45,1002,100,90,30,20,0,0,0,0,0,0,0,0
AL122013,              KAREN,20131005,0,  , TS,26.1N,90.5W,40,1004,100,90,30,0,0,0,0,0,0,0,0,0
AL122013,              KAREN,20131005,600,  , TS,26.7N,91.0W,40,1007,100,0,0,0,0,0,0,0,0,0,0,0
AL122013,              KAREN,20131005,1200,  , TS,27.6N,91.6W,40,1008,60,0,0,0,0,0,0,0,0,0,0,0
AL122013,              KAREN,20131005,1800,  , TS,27.9N,91.8W,35,1008,30,0,0,0,0,0,0,0,0,0,0,0
AL122013,              KAREN,20131006,0,  , TD,28.1N,91.9W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL122013,              KAREN,20131006,600,  , TD,28.1N,91.9W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130812,600,  , DB,12.0N,139.6W,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130812,1200,  , DB,12.0N,140.6W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130812,1800,  , DB,11.8N,141.8W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130813,0,  , DB,11.5N,142.9W,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130813,600,  , DB,11.0N,143.8W,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130813,1200,  , DB,11.0N,145.5W,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130813,1800,  , DB,11.0N,147.2W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130814,0,  , DB,11.2N,148.9W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130814,600,  , DB,11.3N,150.7W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130814,1200,  , DB,11.7N,152.5W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130814,1800,  , DB,12.3N,154.0W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130815,0,  , DB,12.5N,155.9W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130815,600,  , DB,12.5N,157.5W,30,1010,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130815,1200,  , DB,12.3N,159.1W,30,1010,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130815,1800,  , DB,12.3N,160.6W,30,1010,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130816,0,  , DB,12.5N,162.1W,30,1010,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130816,600,  , DB,12.6N,163.8W,30,1010,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130816,1200,  , DB,12.7N,165.6W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130816,1800,  , DB,13.0N,166.9W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130817,0,  , DB,13.4N,168.1W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130817,600,  , DB,13.6N,169.2W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130817,1200,  , DB,14.0N,170.4W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130817,1800,  , DB,14.4N,171.7W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130818,0,  , DB,14.9N,172.9W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130818,600,  , DB,15.4N,174.0W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130818,1200,  , DB,15.9N,175.0W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130818,1800,  , DB,16.5N,176.2W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130819,0,  , TS,17.0N,177.9W,35,1005,30,0,0,30,0,0,0,0,0,0,0,0
CP022013,              UNALA,20130819,600,  , TD,17.3N,179.4W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150707,1200,  , LO,13.4N,136.9W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150707,1800,  , LO,14.4N,138.3W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150708,0,  , TD,15.3N,139.5W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150708,600,  , TD,16.0N,140.6W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150708,1200,  , TS,16.6N,142.0W,35,1004,70,0,0,30,0,0,0,0,0,0,0,0
EP042015,                ELA,20150708,1800,  , TS,17.2N,143.4W,40,1002,70,0,0,30,0,0,0,0,0,0,0,0
EP042015,                ELA,20150709,0,  , TS,18.1N,144.1W,40,1002,80,0,0,30,0,0,0,0,0,0,0,0
EP042015,                ELA,20150709,600,  , TS,19.0N,144.7W,40,1002,90,0,0,30,0,0,0,0,0,0,0,0
EP042015,                ELA,20150709,1200,  , TS,19.7N,145.5W,35,1003,90,0,0,30,0,0,0,0,0,0,0,0
EP042015,                ELA,20150709,1800,  , TS,20.3N,146.2W,35,1004,90,0,0,30,0,0,0,0,0,0,0,0
EP042015,                ELA,20150710,0,  , TD,20.9N,147.0W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150710,600,  , TD,21.4N,147.9W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150710,1200,  , LO,21.7N,148.5W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150710,1800,  , LO,21.9N,149.1W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150711,0,  , LO,22.2N,149.9W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150711,600,  , LO,22.4N,150.6W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150711,1200,  , LO,22.6N,151.3W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150711,1800,  , LO,22.8N,152.3W,25,1011,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150712,0,  , LO,22.9N,153.4W,20,1012,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150712,600,  , LO,22.9N,154.6W,20,1013,0,0,0,0,0,0,0,0,0,0,0,0
EP042015,                ELA,20150712,1200,  , LO,22.7N,155.8W,20,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131117,0,  , EX,23.9N,52.4W,35,1006,240,0,0,240,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131117,600,  , EX,24.3N,52.7W,35,1005,240,0,0,240,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131117,1200,  , EX,25.0N,52.9W,35,1005,240,0,0,240,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131117,1800,  , EX,26.0N,52.9W,40,1002,240,150,120,240,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131118,0,  , EX,27.1N,52.7W,45,997,240,150,120,240,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131118,600,  , EX,28.3N,52.7W,45,992,240,150,150,240,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131118,1200,  , SS,29.1N,53.4W,50,987,270,180,180,240,0,60,60,90,0,0,0,0
AL142013,            MELISSA,20131118,1800,  , SS,29.7N,54.0W,50,987,270,180,180,240,60,60,60,90,0,0,0,0
AL142013,            MELISSA,20131119,0,  , SS,30.2N,54.5W,50,985,270,180,180,240,90,60,60,90,0,0,0,0
AL142013,            MELISSA,20131119,600,  , SS,30.8N,54.7W,55,982,240,180,180,210,90,90,60,90,0,0,0,0
AL142013,            MELISSA,20131119,1200,  , SS,31.6N,54.7W,55,982,210,180,180,180,90,90,60,60,0,0,0,0
AL142013,            MELISSA,20131119,1800,  , SS,32.5N,54.4W,50,982,150,180,180,180,90,90,60,60,0,0,0,0
AL142013,            MELISSA,20131120,0,  , SS,33.3N,53.2W,45,985,100,180,180,150,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131120,600,  , TS,34.1N,51.4W,45,988,90,180,150,120,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131120,1200,  , TS,35.1N,49.0W,45,988,80,180,150,120,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131120,1800,  , TS,36.3N,46.4W,45,988,60,180,150,120,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131121,0,  , TS,37.5N,43.5W,45,984,60,210,150,120,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131121,600,  , TS,38.8N,40.0W,50,984,60,210,150,120,0,90,90,0,0,0,0,0
AL142013,            MELISSA,20131121,1200,  , TS,39.9N,36.6W,55,980,90,210,180,120,0,90,90,0,0,0,0,0
AL142013,            MELISSA,20131121,1800,  , TS,40.7N,33.3W,55,980,90,210,210,120,0,90,90,0,0,0,0,0
AL142013,            MELISSA,20131122,0,  , LO,41.3N,30.2W,50,984,60,210,210,0,0,90,90,0,0,0,0,0
AL142013,            MELISSA,20131122,600,  , LO,41.6N,27.5W,45,988,60,210,210,0,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131122,1200,  , EX,41.6N,24.7W,40,992,60,210,210,0,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131122,1800,  , EX,41.3N,22.0W,40,996,60,210,210,0,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131123,0,  , EX,40.8N,19.5W,35,1000,0,210,210,0,0,0,0,0,0,0,0,0
AL142013,            MELISSA,20131123,600,  , EX,40.0N,17.1W,35,1004,0,210,210,0,0,0,0,0,0,0,0,0
EP172015,              MARTY,20150926,1200,  , LO,12.7N,102.8W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP172015,              MARTY,20150926,1800,  , TD,13.1N,103.0W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP172015,              MARTY,20150927,0,  , TS,13.6N,103.1W,40,1003,60,70,0,20,0,0,0,0,0,0,0,0
EP172015,              MARTY,20150927,600,  , TS,14.1N,103.1W,45,1000,60,70,0,20,0,0,0,0,0,0,0,0
EP172015,              MARTY,20150927,1200,  , TS,14.6N,103.1W,50,997,60,70,20,30,20,20,0,0,0,0,0,0
EP172015,              MARTY,20150927,1800,  , TS,15.0N,103.1W,50,997,70,70,20,50,20,20,0,20,0,0,0,0
EP172015,              MARTY,20150928,0,  , TS,15.4N,103.2W,55,994,80,70,20,70,30,20,0,20,0,0,0,0
EP172015,              MARTY,20150928,600,  , TS,15.8N,103.2W,60,991,80,70,20,70,30,20,0,20,0,0,0,0
EP172015,              MARTY,20150928,1200,  , HU,16.3N,103.0W,65,989,80,70,30,70,40,20,0,20,15,15,0,0
EP172015,              MARTY,20150928,1800,  , HU,16.6N,102.4W,70,987,80,60,40,70,40,20,20,30,15,15,10,10
EP172015,              MARTY,20150929,0,  , HU,16.5N,102.1W,65,988,70,60,40,70,40,30,20,30,15,15,15,10
EP172015,              MARTY,20150929,600,  , TS,16.3N,101.9W,60,991,70,70,40,70,40,30,20,30,0,0,0,0
EP172015,              MARTY,20150929,1200,  , TS,16.2N,101.6W,55,994,70,70,40,70,40,30,20,30,0,0,0,0
EP172015,              MARTY,20150929,1800,  , TS,16.2N,101.2W,45,1000,70,70,40,70,0,0,0,0,0,0,0,0
EP172015,              MARTY,20150930,0,  , TS,16.1N,101.3W,40,1002,70,70,30,70,0,0,0,0,0,0,0,0
EP172015,              MARTY,20150930,600,  , LO,16.1N,101.7W,35,1003,60,60,20,60,0,0,0,0,0,0,0,0
EP172015,              MARTY,20150930,1200,  , LO,16.2N,102.2W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
EP172015,              MARTY,20150930,1800,  , LO,16.4N,102.7W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150616,0,  , TS,27.0N,94.3W,45,1005,140,130,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150616,600,  , TS,27.6N,95.2W,45,1001,130,130,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150616,1200,  , TS,28.0N,96.0W,50,997,130,130,0,30,20,20,0,0,0,0,0,0
AL022015,               BILL,20150616,1645, L, TS,28.2N,96.7W,50,997,130,130,0,30,20,20,0,0,0,0,0,0
AL022015,               BILL,20150616,1800,  , TS,28.2N,96.7W,50,997,130,130,0,30,20,20,0,0,0,0,0,0
AL022015,               BILL,20150617,0,  , TS,29.1N,96.9W,40,998,0,130,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150617,600,  , TD,30.3N,97.1W,30,999,0,0,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150617,1200,  , TD,31.7N,97.4W,30,999,0,0,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150617,1800,  , TD,32.6N,97.5W,25,999,0,0,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150618,0,  , TD,33.5N,97.3W,25,1000,0,0,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150618,600,  , TD,34.2N,96.9W,25,1002,0,0,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150618,1200,  , TD,34.8N,96.3W,20,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150618,1800,  , LO,35.2N,95.5W,15,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150619,0,  , LO,35.6N,94.5W,15,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150619,600,  , LO,35.9N,93.5W,15,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150619,1200,  , LO,36.3N,92.3W,15,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150619,1800,  , LO,36.9N,90.9W,20,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150620,0,  , LO,37.4N,89.4W,20,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150620,600,  , LO,37.8N,87.8W,15,1002,0,0,0,0,0,0,0,0,0,0,0,0
AL022015,               BILL,20150620,1200,  , LO,38.2N,85.8W,15,1001,0,0,0,0,0,0,0,0,0,0,0,0
